fname|hd_leaves|hd_pages|hd_type|hd_script|div_rend|div_rendition|div_type
d19581219_kantorowicz_olschki.xml|2 Bl.|4 S.|lt|ts|ts|2 Bl., 4 S.|lt
d19581227_kantorowicz_olschki.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19581229_kantorowicz_boehringer.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19590212_kantorowicz_klauser.xml|1 Bl.|1 S.|lt|ts|ts; 1 Bl., 1 S.||lt
d19590221_kantorowicz_bsalz.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19590226_kantorowicz_klauser.xml|1 Bl.|1 S.|lt|ts|ts; 1 Bl., 1 S.||lt
d19590320_kantorowicz_boehringer.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19590405_kantorowicz_kitzinger.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19590415_kantorowicz_frankfurter.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19590421_kantorowicz_kitzinger.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19590621_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19590728_kantorowicz_kahler.xml|2 Bl.|2 S.|lt|ms|ms;2 Bl., 2 S.||lt
d19590921_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19591020_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19591020_kantorowicz_bsalz.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19591022_kantorowicz_frankfurter.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19591103_kantorowicz_boehringer.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19591117_kantorowicz_schaller.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19591119_kantorowicz_boehringer.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19591209_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19591223_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d195xxxxx_kantorowicz_malkiel.xml|1 Bl.|1 S.|lt|ms|ms|1 Bl., 1 S.|lt
d19600115_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19600120_kantorowicz_bsalz.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19600126_kantorowicz_bischoff.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19600206_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19600209_kantorowicz_kristeller.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19600214_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19600418_kantorowicz_rosenborg.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19600610_kantorowicz_langlotz.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19600611_kantorowicz_weitzmann.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19600612_kantorowicz_kuepper.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19601012_kantorowicz_kristeller.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19601013_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19601018_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19601025_kantorowicz_lowinsky.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19601027_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19601031_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19601115_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19601118_kantorowicz_weitzmann.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19601130_kantorowicz_lowinsky.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19601201_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19610117_kantorowicz_bsalz.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19610129_kantorowicz_doenhoff.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19610205_kantorowicz_olschki.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19610418_kantorowicz_bsalz.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19610508_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19610517_kantorowicz_schaller.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19610530_kantorowicz_oppenheimer.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19610611_kantorowicz_olschki.xml|2 Bl.|4 S.|lt|ts|ts|2 Bl., 4 S.|lt
d19610625_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19610706_kantorowicz_olschki.xml|XXX Bl.|XXX S.|lt|ts|ts|XXX Bl., XXX S.|lt
d19610707_kantorowicz_times.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19610728_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19610825_kantorowicz_kuttner.xml|1 Bl.|2 S.|pc|ms|ms;1 Bl., 2 S.||pc
d19610924_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19611005_kantorowicz_klauser.xml|2 Bl.|2 S.|lt|ts|ts; 2 Bl., 2 S.||lt
d19611027_kantorowicz_kitzinger.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19611111_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19611202_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19611215_kantorowicz_baethgen.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19611221_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19620000_kantorowicz_salz.xml|13 Bl.|13 S.|x|ts|ts;13 Bl., 13 S.||x
d19620126_kantorowicz_schapiro.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19620227_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19620322_kantorowicz_bowra.xml|2 Bl.|3 S.|lt|ts|ts;2 Bl., 3 S.||lt
d19620409_kantorowicz_hoffmann.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19620516_kantorowicz_doenhoff.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19620523_kantorowicz_weitzmann.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19620525_kantorowicz_kuepper.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19620616_kantorowicz_doenhoff.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19620619_kantorowicz_griffiths.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19620624_kantorowicz_glandmann.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19620626_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19620628_kantorowicz_andernacht.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19620629_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19620709_kantorowicz_yalepress.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19620725b_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19620725_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19620920_kantorowicz_olms.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19621002_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19621010_kantorowicz_kuepper.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19621013_kantorowicz_salz.xml|||lt||||lt
d19621027_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19621102_kantorowicz_bsalz.xml|1 Bl.|2 S.|lt|ms|ms|1 Bl., 2 S.|lt
d19621113_kantorowicz_kristeller.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19621114_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19621120_kantorowicz_kahler.xml|2 Bl.|2 S.|lt|ms|ms;2 Bl., 2 S.||lt
d19621124_kantorowicz_frankfurter.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19621203_kantorowicz_moe.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19621210_kantorowicz_bsalz.xml|1 Bl.|1 S.|lt|ms|ms|1 Bl., 1 S.|lt
d19621213_kantorowicz_kuepper.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19621217_kantorowicz_greischel.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19621218_kantorowicz_bowra.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19630106_kantorowicz_klauser.xml|1 Bl.|1 S.|lt|ts|ts; 1 Bl., 1 S.||lt
d19630126_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19630213_kantorowicz_bowra.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19630225_kantorowicz_kennan.xml|3 Bl.|3 S.|lt|ts|ts;3 Bl., 3 S.||lt
d19630304_kantorowicz_bowra.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19630409_kantorowicz_haussherr.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19630416_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19630417_kantorowicz_bsalz.xml|2 Bl.|3 S.|lt|ms|ms|2 Bl., 3 S.|lt
d19630420_kantorowicz_kitzinger.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19630421_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19630507_kantorowicz_bowra.xml|2 Bl.|4 S.|lt|ts|ts;2 Bl., 4 S.||lt
d19630516_kantorowicz_giesey.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19630516_kantorowicz_hoffmann.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19630519_kantorowicz_michels.xml|1 Bl.|2 S.|lt|ms|ms|1 Bl., 2 S.|lt
d19630524_kantorowicz_kuepper.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19630604_kantorowicz_kuepper.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19630617_kantorowicz_frankfurter.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19630715_kantorowicz_schlunk.xml| 1Bl.|1S.|lt|ts|ts; 1Bl., 1S.||lt
d19630801_kantorowicz_bowra.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19630801_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19630812_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19630825_kantorowicz_ziller.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19630826_kantorowicz_kuepper.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19630827_kantorowicz_bsalz.xml|2 Bl.|4 S.|lt|ms|ms|2 Bl., 4 S.|lt
d19630901_kantorowicz_bsalz.xml|1 Bl.|1 S.|lt|ms|ms|1 Bl., 1 S.|lt
d19630903_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19xx0115_kantorowicz_bock.xml|1 Bl.|2 S.|pc|ms|ms;1 Bl., 2 S.||pc
d19xx0828_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19xxxxxxb_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19xxxxxxb_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19xxxxxxb_kantorowicz_kempner.xml|1 Bl.|1 S.|x|ms|ms;1 Bl., 1 S.||x
d19xxxxxxb_kantorowicz_kristeller.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19xxxxxxc_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19xxxxxxc_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19xxxxxxc_kantorowicz_kempner.xml|1 Bl.|1 S.|x|ms|ms;1 Bl., 1 S.||x
d19xxxxxxd_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19xxxxxxd_kantorowicz_kahler.xml|1 Bl.|1 S.|x|ms|ms;1 Bl., 1 S.||x
d19xxxxxxe_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19xxxxxxe_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19xxxxxx_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19xxxxxx_kantorowicz_bergh.xml|1 Bl.|2 S.|lt|ms|ms; 1 Bl., 2 S.||lt
d19xxxxxx_kantorowicz_dodd.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19xxxxxx_kantorowicz_george.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19xxxxxx_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19xxxxxx_kantorowicz_kempner.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19xxxxxx_kantorowicz_kristeller.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
dxxxx0527_kantorowicz_carpenter.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
