fname|hd_leaves|hd_pages|hd_type|hd_script|div_rend|div_rendition|div_type
d19421206_kantorowicz_saxl.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19421220_kantorowicz_lehman.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19430605_kantorowicz_paxson.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19430605_kantorowicz_sproul.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19431119_kantorowicz_bowra.xml|6 Bl.|6 S.|lt|ts|ts;6 Bl., 6 S.||lt
d19440211_kantorowicz_destler.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19440815_kantorowicz_deutsch.xml|1 Bl.|1 S.|lt|ts|ts; 1 Bl., 1 S.||lt
d19440921_kantorowicz_bowra.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19450212_kantorowicz_nef.xml|2 Bl.|2 S.|lt|ts|ts|2 Bl., 2 S.|lt
d19450228_kantorowicz_nef.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19450531_kantorowicz_nef.xml|2 Bl.|2 S.|lt|ts|ts|2 Bl., 2 S.|lt
d19450620_kantorowicz_nef.xml|2 Bl.|2 S.|lt|ts|ts|2 Bl., 2 S.|lt
d19450915_kantorowicz_langlotz.xml|3 Bl.|6 S.|lt|ts|ts;3 Bl., 6 S.||lt
d19451102_kantorowicz_singer.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19451111_kantorowicz_saxl.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19451113_kantorowicz_salin.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19451229_kantorowicz_saxl.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19451229_kantorowicz_wylie.xml|1 Bl.|1 S.|lt|ms|ms|1 Bl., 1 S.|lt
d19460224_kantorowicz_saxl.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19460518_kantorowicz_saxl.xml| 2 Bl.|3 S.|lt|ts|ts; 2 Bl., 3 S.||lt
d19460620_kantorowicz_saxl.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19460620_kantorowicz_wittkower.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19460731_kantorowicz_saxl.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19460913_kantorowicz_perls.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19460913_kantorowicz_salin.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19460919_kantorowicz_saxl.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19460920_kantorowicz_langlotz.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19461010_kantorowicz_lowie.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19461130_kantorowicz_salin.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19461201_kantorowicz_verlagsbuchhandlung.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19470103_kantorowicz_langlotz.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19470112_kantorowicz_salin.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19470131_kantorowicz_saxl.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19470419_kantorowicz_saxl.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19470504_kantorowicz_baethgen.xml|2 Bl.|4 S.|lt|ts|ts;2 Bl., 4 S.||lt
d19470527b_kantorowicz_schramm.xml|5 Bl.|5 S.|x|ts|ts;5 Bl., 5 S.||x
d19470527_kantorowicz_schramm.xml|5 Bl.|5 S.|lt|ts|ts;5 Bl., 5 S.||lt
d19471011_kantorowicz_stauffenberg.xml|2 Bl.|4 S.|lt|ts|ts;2 Bl., 4 S.||lt
d19471220_kantorowicz_salin.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19480304_kantorowicz_salin.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19480319_kantorowicz_saxl.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19480320_kantorowicz_salin.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19480515_kantorowicz_salin.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19480816_kantorowicz_sproul.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19481002_kantorowicz_buchthal.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19490130_kantorowicz_baethgen.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19490427_kantorowicz_bowra.xml|2 Bl.|4 S.|lt|ts|ts;2 Bl., 4 S.||lt
d19490510_kantorowicz_malkiel.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19490518_kantorowicz_bowra.xml|2 Bl.|4 S.|lt|ts|ts;2 Bl., 4 S.||lt
d19490907_kantorowicz_edelstein.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19490910_kantorowicz_kuepper.xml|3 Bl.|6 S.|lt|ts|ts;3 Bl., 6 S.||lt
d19490913_kantorowicz_dennes.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19490914_kantorowicz_langlotz.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19491004_kantorowicz_sproul.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19491010_kantorowicz_kristeller.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19491031_kantorowicz_kuepper.xml|2 Bl.|3 S.|lt|ts|ts;2 Bl., 3 S.||lt
d19491108_kantorowicz_bowra.xml|2 Bl.|4 S.|lt|ts|ts;2 Bl., 4 S.||lt
d19500109_kantorowicz_kristeller.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19500228_kantorowicz_strong.xml|2 Bl.|2 S.|lt|ts|ts|2 Bl., 2 S.|lt
d19500302_kantorowicz_sontag.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19500406_kantorowicz_sproul.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19500414_kantorowicz_kidner.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19500517_kantorowicz_underhill.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19500520_kantorowicz_friend.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19500528_kantorowicz_friend.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d195005xx_kantorowicz_sproul.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19500603_kantorowicz_friend.xml|1 Bl.|1 S.|tg|ts|ts;1 Bl., 1 S.||tg
d19500604_kantorowicz_sproul.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19500615_kantorowicz_friend.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19500630_kantorowicz_friend.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19500722_kantorowicz_jacobson.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19500722_kantorowicz_kuepper.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19501117_kantorowicz_hutchins.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19501117_kantorowicz_johnson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19501214_kantorowicz_baethgen.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19501230_kantorowicz_rogerson.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19510104_kantorowicz_oppenheimer.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19510105_kantorowicz_friend.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19510122_kantorowicz_gottschalk.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19510122_kantorowicz_hauck.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19510122_kantorowicz_malkiel.xml|1 Bl.|2 S.|lt|ms|ms|1 Bl., 2 S.|lt
d19510308_kantorowicz_horn.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19510309_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19510407_kantorowicz_stanley.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19510408_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19510512_kantorowicz_weitzmann.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19510628_kantorowicz_bowra.xml|2 Bl.|4 S.|lt|ts|ts;2 Bl., 4 S.||lt
d19510628_kantorowicz_langlotz.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19510628_kantorowicz_oppenheimer.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19510628_kantorowicz_vannostrand.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19510630_kantorowicz_kuepper.xml|3 Bl.|3 S.|lt|ts|ts;3 Bl., 3 S.||lt
d19510708_kantorowicz_coulborn.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19510813_kantorowicz_ploss.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19510817_kantorowicz_hagemann.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19510921_kantorowicz_kuepper.xml|2 Bl.|3 S.|lt|ts|ts;2 Bl., 3 S.||lt
d19511016_kantorowicz_malkiel.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19511031_kantorowicz_kuepper.xml|2 Bl.|2 S.|lt|ms|ms;2 Bl., 2 S.||lt
d19511105_kantorowicz_hagemann.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19511126_kantorowicz_tolman.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19511210_kantorowicz_giesey.xml|x Bl.|x S.|lt|ts|ts;x Bl., x S.||lt
d19520101_kantorowicz_west.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19520115_kantorowicz_tolman.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19520128_kantorowicz_west.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19520205_kantorowicz_west.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19520209_kantorowicz_hagemann.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19520211_kantorowicz_malkiel.xml|1 Bl.|1 S.|lt|ms|ms|1 Bl., 1 S.|lt
d19520212_kantorowicz_jastrow.xml|2 Bl.|3 S.|lt|ms|ms;2 Bl., 3 S.||lt
d19520227_kantorowicz_malkiel.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19520303_kantorowicz_tolman.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19520314_kantorowicz_frankfort.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19520314_kantorowicz_schafer.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19520429_kantorowicz_olschki.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19520429_kantorowicz_schaller.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19520610_kantorowicz_giesey.xml|x Bl.|x S.|lt|?|?;x Bl., x S.||lt
d19520722_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19520728_kantorowicz_weitzmann.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19520810_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19520912_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19521010_kantorowicz_tolman.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19521020_kantorowicz_weigel.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19521026_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19521105_kantorowicz_kristeller.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19521114b_kantorowicz_kerr.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19521114_kantorowicz_kerr.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19521208_kantorowicz_giesey.xml|2 Bl.|4 S.|lt|ts|ts; 2 Bl., 4 S.||lt
d19521217_kantorowicz_regentscalifornia.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19521227_kantorowicz_hicks.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19530108_kantorowicz_hicks.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19530127_kantorowicz_hicks.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19530206_kantorowicz_hicks.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19530211_kantorowicz_regentscalifornia.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19530319_kantorowicz_schapiro.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19530509_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19530601_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19530615_kantorowicz_palm.xml|1 Bl.|1 S.|lt|ms|ms|1 Bl., 1 S.|lt
d19530630_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19530705_kantorowicz_benson.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19530722_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19530728_kantorowicz_baethgen.xml|2 Bl.|2 S.|lt|ms|ms;2 Bl., 2 S.||lt
d19530829_kantorowicz_langlotz.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19530924_kantorowicz_oppenheimer.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19531004_kantorowicz_langlotz.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19531006_kantorowicz_weitzmann.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19531023_kantorowicz_hagemann.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d195310xx_kantorowicz_malkiel.xml|1 Bl.|1 S.|lt|ms|ms|1 Bl., 1 S.|lt
d19531108_kantorowicz_mallory.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19531112_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19531124_kantorowicz_kuepper.xml|1 Bl.|1 S.|x|ts|ts;1 Bl., 1 S.||x
d19531202_kantorowicz_weickert.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d1953XXXX_kantorowicz_lowinsky.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19540213_kantorowicz_deutsch.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19540308_kantorowicz_d.r.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19540713_kantorowicz_boehringer.xml|3 Bl.|5 S.|lt|ms|ms;3 Bl., 5 S.||lt
d19541103_kantorowicz_kahler.xml|1 Bl.|2 S.|lt|ms|ms; 1 Bl., 2 S.||lt
d19541128_kantorowicz_bowra.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19541224_kantorowicz_alfoeldi.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d1954XXXX_kantorowicz_lowinsky.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19550208_kantorowicz_doenhoff.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19550216_kantorowicz_weigel.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19550227_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19550323_kantorowicz_tolman.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19550414_kantorowicz_curtius.xml|3 Bl.|6 S.|tg|ts|ts;3 Bl., 6 S.||tg
d19550518_kantorowicz_olschki.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19550527_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19550615_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19550617_kantorowicz_langlotz.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19550618_kantorowicz_schramm.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19550621b_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19550621_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19550904_kantorowicz_riezler.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19550912_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19551010_kantorowicz_kahler.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19551011_kantorowicz_klauser.xml|1 Bl.|2 S.|lt|ts|ts; 1 Bl., 2 S.||lt
d19551020_kantorowicz_lange.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19551025_kantorowicz_langlotz.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19551102_kantorowicz_ehrhardt.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19551102_kantorowicz_kahler.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19551111_kantorowicz_bowra.xml|2 Bl.|4 S.|lt|ts|ts;2 Bl., 4 S.||lt
d19551111_kantorowicz_langlotz.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19551112_kantorowicz_kloos.xml|2 Bl.|3 S.|lt|ts|ts;2 Bl., 3 S.||lt
d19551208_kantorowicz_olschki.xml|2 Bl.|4 S.|lt|ts|ts|2 Bl., 4 S.|lt
d19560109_kantorowicz_schramm.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19560201_kantorowicz_kennan.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19560203_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19560221_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19560308_kantorowicz_kennan.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19560310_kantorowicz_thormaehlen.xml|2 Bl.|2 S.|lt|ts|ts|2 Bl., 2 S.|lt
d19560331_kantorowicz_bsalz.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19560409_kantorowicz_fuhrmann.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19560414_kantorowicz_kloos.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19560419_kantorowicz_partsch.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19560508_kantorowicz_schaller.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19560520_kantorowicz_alden.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19560520_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19560521_kantorowicz_curtius.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19560521_kantorowicz_olschki.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19560525_kantorowicz_baethgen.xml|3 Bl.|5 S.|lt|ts|ts;3 Bl., 5 S.||lt
d19560601_kantorowicz_kuepper.xml|2 Bl.|3 S.|lt|ts|ts;2 Bl., 3 S.||lt
d19560615_kantorowicz_schramm.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19560623_kantorowicz_wormald.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19560709_kantorowicz_richardson.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19560722_kantorowicz_sayles.xml|2 Bl.|2 S.|lt|ts|ts|2 Bl., 2 S.|lt
d19560728_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19560930_kantorowicz_baethgen.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19560930_kantorowicz_kennan.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19561004_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19561022_kantorowicz_doenhoff.xml|2 Bl.|3 S.|lt|ts|ts;2 Bl., 3 S.||lt
d19561108_kantorowicz_kristeller.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19561112_kantorowicz_baethgen.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19561128_kantorowicz_doenhoff.xml|1 Bl.|2 S.|lt|ms|ms;1 Bl., 2 S.||lt
d19561128_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19561207_kantorowicz_kloos.xml|3 Bl.|3 S.|lt|ts|ts;3 Bl., 3 S.||lt
d19561216_kantorowicz_holtzmann.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19561216_kantorowicz_kuepper.xml|1 Bl.|2 S.|lt|ts|ts; 1 Bl., 2 S.||lt
d19570204_kantorowicz_langlotz.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19570303_kantorowicz_kahler.xml|1 Bl.|1 S.|x|ts|ts;1 Bl., 1 S.||x
d19570311_kantorowicz_kitzinger.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19570410_kantorowicz_holtzmann.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19570414_kantorowicz_bsalz.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19570603_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19570718_kantorowicz_holtzmann.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19570727_kantorowicz_powicke.xml|2 Bl.|2 S.|lt|ms|ms|2 Bl., 2 S.|lt
d19571011_kantorowicz_bowra.xml|1 Bl.|1 S.|lt|ms|ms;1 Bl., 1 S.||lt
d19571123_kantorowicz_bowra.xml|2 Bl.|4 S.|lt|ms|ms;2 Bl., 4 S.||lt
d19571210_kantorowicz_olschki.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19571217_kantorowicz_baethgen.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19571220_kantorowicz_olschki.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19571228_kantorowicz_boehringer.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19571228_kantorowicz_kuepper.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19580121_kantorowicz_salin.xml|2 Bl.|2 S.|lt|ts|ts;2 Bl., 2 S.||lt
d19580208_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19580217_kantorowicz_olschki.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19580221_kantorowicz_olschki.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19580331_kantorowicz_oppenheimer.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19580408_kantorowicz_ramackers.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19580409_kantorowicz_schramm.xml|2 Bl.|2 S.|lt|ts|ts|2 Bl., 2 S.|lt
d19580416_kantorowicz_bsalz.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19580424_kantorowicz_langlotz.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19580428_kantorowicz_moe.xml|1 Bl.|1 S.|lt|ts|ts|1 Bl., 1 S.|lt
d19580520_kantorowicz_lynch.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19580627_kantorowicz_kahler.xml|1 Bl.|1 S.|pc|ms|ms;1 Bl., 1 S.||pc
d19580823_kantorowicz_benson.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19580909_kantorowicz_kennan.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19580926_kantorowicz_benson.xml|1 Bl.|1 S.|pc|ts|ts;1 Bl., 1 S.||pc
d19580929_kantorowicz_olschki.xml|1 Bl.|2 S.|lt|ts|ts|1 Bl., 2 S.|lt
d19581023_kantorowicz_schramm.xml|2 Bl.|2 S.|lt|ts|ts|2 Bl., 2 S.|lt
d19581025_kantorowicz_kuttner.xml|1 Bl.|2 S.|lt|ts|ts;1 Bl., 2 S.||lt
d19581029_kantorowicz_benson.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19581030_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19581107_kantorowicz_kennan.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19581128_kantorowicz_kuttner.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
d19581210_kantorowicz_baethgen.xml|1 Bl.|1 S.|lt|ts|ts;1 Bl., 1 S.||lt
